Product code	Product label	Turkey's imports from Korea, Republic of-Value in 2001	Turkey's imports from Korea, Republic of-Value in 2002	Turkey's imports from Korea, Republic of-Value in 2003	Turkey's imports from Korea, Republic of-Value in 2004	Turkey's imports from Korea, Republic of-Value in 2005	Turkey's imports from Korea, Republic of-Value in 2006	Turkey's imports from Korea, Republic of-Value in 2007	Turkey's imports from Korea, Republic of-Value in 2008	Turkey's imports from Korea, Republic of-Value in 2009	Turkey's imports from Korea, Republic of-Value in 2010	Turkey's imports from Korea, Republic of-Value in 2011	Turkey's imports from Korea, Republic of-Value in 2012	Turkey's imports from Korea, Republic of-Value in 2013	Turkey's imports from Korea, Republic of-Value in 2014	Turkey's imports from Korea, Republic of-Value in 2015	Turkey's imports from Korea, Republic of-Value in 2016	Turkey's imports from Korea, Republic of-Value in 2017	Korea, Republic of's exports to world- 	Korea, Republic of's exports to world-Value in 2001	Korea, Republic of's exports to world-Value in 2002	Korea, Republic of's exports to world-Value in 2003	Korea, Republic of's exports to world-Value in 2004	Korea, Republic of's exports to world-Value in 2005	Korea, Republic of's exports to world-Value in 2006	Korea, Republic of's exports to world-Value in 2007	Korea, Republic of's exports to world-Value in 2008	Korea, Republic of's exports to world-Value in 2009	Korea, Republic of's exports to world-Value in 2010	Korea, Republic of's exports to world-Value in 2011	Korea, Republic of's exports to world-Value in 2012	Korea, Republic of's exports to world-Value in 2013	Korea, Republic of's exports to world-Value in 2014	Korea, Republic of's exports to world-Value in 2015	Korea, Republic of's exports to world-Value in 2016	Korea, Republic of's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
2502	"Unroasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	2	14	19	23	28	34	18	85	5	7	0	0		17	30	46	59	47	75	91	112	43	192	155	86	126	157	289	270	279	
2514	"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	3	3	25	7	2	3	1	0	0	0	25	0	0	0	0	0		1	9	5	20	19	306	0	38	40	166	196	127	233	78	81	113	179	
2521	"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		454	7	29	113	127	119	145	80	119	301	260	754	1369	1048	421	594	668		5	4	0	0	4	28	2	6	6	2	0	0	9	18	9	2	25	
2523	"Cement, incl. cement clinkers, whether or not coloured"	0	0	0	0	0	4851	3259	0	0	0	0	0	0	0	22	0	0		107136	80806	82814	116362	194718	212216	220558	216081	168035	248086	346761	353872	352023	367177	279382	162938	106248		8857	4053	8194	17087	36323	129502	94145	36658	6041	9629	7848	12502	13334	14358	17076	16526	11259	
2601	"Iron ores and concentrates, incl. roasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	22	3	11	19	12753	462	208	2001	3970	6534	11611	14499	8104	723	52	57		82142	163995	161185	205182	315080	538019	636803	749438	902329	923743	1169657	1148803	1159543	1067142	800476	697767	1010678	
2613	"Molybdenum ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1860	5013	7241	20702	29847	13350	67076	138661	28032	94823	59167	70683	49324	56555	26463	17518	20736		0	8	62	62	25	101	153	203	1644	841	506	104	9	410	125	8	12	
2615	"Niobium, tantalum, vanadium or zirconium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		18	0	0	1032	1955	969	87	423	264	3508	7289	6151	3070	712	456	438	870		938	1618	1682	2343	4555	5851	5415	4740	2945	4874	9693	7728	5098	5293	5708	7847	8388	
2704	"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		11	45	74	102	1192	753	646	2642	981	1524	16233	1802	11447	4944	277	101	19480		48372	60020	56742	94738	107591	76638	95719	96879	58367	54984	128276	115869	131467	73004	110419	100617	468781	
2706	"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		415	0	6	1	2546	8	6	8	0	17962	81730	80340	57759	55394	18672	9373	13045		1	8	2	9	27	44	51	55	0	26	628	73	34	108	142	207	231	
2806	"Hydrogen chloride "hydrochloric acid"; chlorosulphuric acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		312	74	191	235	141	356	675	1636	1033	1959	4112	15092	5984	3603	4703	6485	5860		124	737	794	1234	1614	2035	2653	2541	595	539	684	837	888	717	712	937	839	
3203	"Colouring matter of vegetable or animal origin, incl. dye extracts (excluding animal black), ..."	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0		732	1034	894	928	1177	1736	1333	1367	914	2140	2433	2039	3110	3205	3748	4316	3422		1132	1572	2372	3583	3208	4632	4537	5809	5732	11517	15320	10144	11052	14068	11395	13059	15237	
3205	"Colour lakes (other than Chinese or Japanese lacquer and paints); preparations based on colour ..."	0	0	26	0	0	26	37	0	0	0	0	11	5	0	0	1	0		2127	2853	3532	5286	6054	5901	5271	5169	6488	9446	17227	25576	23324	25587	27163	19954	16820		393	374	560	674	816	1113	1142	1158	1071	2270	1913	1531	1529	1572	1843	2352	2221	
3505	"Dextrins and other modified starches, e.g. pregelatinised or esterified starches; glues based ..."	0	0	0	0	0	0	11	0	95	56	75	77	79	69	27	46	0		1783	1158	1340	2147	3037	2404	2995	2228	2815	3783	5109	4248	4929	7568	5747	4676	3895		19688	26569	31549	40395	50088	47971	64300	76564	65842	76952	100031	96272	99118	102122	81936	75326	76345	
3601	"Propellent powders"	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0		1286	0	1819	1527	1108	8403	856	1248	2198	3671	3502	0	1100	1819	2240	6395	6821		678	165	1547	1353	3098	1098	1278	2673	3760	5702	8073	6506	6068	8415	9146	8001	8903	
3805	"Gum, wood or sulphate turpentine and other terpenic oils produced by the distillation or other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		16	1	5	0	0	0	0	7	0	0	0	2	0	1	2	20	3		113	162	249	214	322	343	311	242	338	387	579	558	460	598	376	506	558	
3807	"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		535	283	808	1468	2206	2237	1018	182	242	255	363	153	232	28	54	127	259		2	0	10	39	134	212	1115	710	735	539	572	1059	998	755	743	629	720	
4003	"Reclaimed rubber in primary forms or in plates, sheets or strip"	0	0	0	0	0	0	150	30	0	0	2	0	0	0	0	0	0		1954	1521	2676	3532	4030	10323	13995	13702	9276	13576	19428	20620	6780	5021	3033	2551	2550		473	525	523	981	1275	1858	3854	4796	3128	5550	9259	8950	8862	8953	6011	4875	6026	
4301	"Raw furskins, incl. heads, tails, paws and other pieces or cuttings suitable for use in furriery ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		22	181	72	47	21	0	55	3	11	32	20	7	1	2	1	0	18		227	157	65	238	160	285	97	743	414	640	3094	4460	5096	5647	1566	2627	7417	
4402	"Wood charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding wood charcoal ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		321	436	317	248	341	140	167	220	227	312	325	161	429	833	526	440	616		319	246	505	1708	2379	3943	5844	4878	6053	7777	10642	17630	32954	29869	36676	39262	39486	
4411	"Fibreboard of wood or other ligneous materials, whether or not agglomerated with resins or ..."	0	0	0	0	1	0	0	0	105	763	1837	849	447	107	10	9	0		23121	17030	16914	25663	18534	13666	15707	13253	10615	10224	22840	39243	33967	31568	21812	23235	21746		26353	54218	88739	132613	248116	238061	335173	274492	150219	238788	289802	323336	301876	195293	164079	128583	89142	
4501	"Natural cork, raw or merely surface-worked or otherwise cleaned; cork waste; crushed, powdered ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		0	3	0	2	5	0	2	8	36	23	28	26	31	14	9	12	13		306	370	325	296	224	305	308	318	197	221	242	186	258	261	214	215	384	
4704	"Chemical wood pulp, sulphite (excluding dissolving grades)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		37	18	141	20	43	0	0	14	0	18	0	0	0	10	0	0	0		6904	8481	8116	6845	6898	7315	7040	4455	2519	5223	9808	6526	4496	4151	4300	3198	14789	
4706	"Pulps of fibres derived from recovered "waste and scrap" paper or paperboard or of other fibrous ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		85	61	16	90	25	23	27	42	96	14	536	31	107	413	796	151	261		188	384	290	467	580	650	654	930	3357	2785	3379	4450	4046	2715	3276	2236	2686	
4804	"Uncoated kraft paper and paperboard, in rolls of a width > 36 cm or in square or rectangular ..."	0	1	0	0	1	0	0	0	0	0	88	44	21	38	23	16	0		54997	41538	52314	54050	50127	49897	61674	60639	55481	79488	80029	58377	104131	79098	64666	44642	61709		47706	70791	125541	148746	165415	207564	253288	291974	224887	353500	397686	354520	409637	420801	344183	321218	356249	
4905	"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps, topographical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		813	307	371	322	816	711	529	604	387	379	536	364	387	654	510	703	463		360	1588	625	621	1172	1066	2105	2312	2042	1449	1272	1451	1541	1783	1222	596	316	
5002	"Raw silk "non-thrown""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		65	4	0	179	13	586	224	129	0	3	18	0	4	0	0	91	63		3792	2931	2951	3821	2910	2448	2764	1924	1146	2205	3359	1575	2425	2291	1524	1014	614	
5103	"Waste of wool or of fine or coarse animal hair, incl. yarn waste (excluding garnetted stock, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		126	47	44	60	37	0	8	108	354	176	199	0	6	43	85	0	0		301	437	598	1560	1279	1471	1944	1939	1053	1353	818	1594	901	1316	594	785	445	
5202	"Cotton waste, incl. yarn waste and garnetted stock"	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0		10323	8963	9466	11998	8150	8107	9440	11819	11674	4872	12001	8886	9629	10204	8200	9023	8213		2551	3510	6888	7300	2767	3891	4998	5597	5176	5600	14053	4542	7132	7165	10124	7909	21983	
5204	"Cotton sewing thread, whether or not put up for retail sale"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		430	918	301	193	323	492	394	426	605	446	809	1113	861	1665	1453	1605	1337		680	723	606	482	246	336	644	944	1195	2224	3220	4447	4278	2658	3088	3200	2206	
5306	"Flax yarn"	0	0	0	7	92	31	0	0	0	0	0	0	0	0	0	0	0		5413	6098	7997	21380	11898	14753	16153	331	96	44	205	123	200	197	259	319	78		4293	7967	7215	9782	10200	12020	20859	14000	10677	13489	21196	27356	25975	24683	23928	19826	19869	
5308	"Yarn of vegetable textile fibres; paper yarn (excluding flax yarn, yarn of jute or of other ..."	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0		480	639	601	1193	1753	1134	1257	215	58	19	149	139	104	70	75	92	32		879	683	1277	1782	2615	1567	1335	1070	961	849	1274	806	810	1453	1524	1457	1439	
5311	"Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ..."	1319	1200	1577	1339	372	543	0	6	2	0	3	0	0	0	0	0	0		2748	5560	7661	5764	5094	4256	3032	3584	2809	1528	1425	1282	1319	892	1580	1560	641		4887	4932	9024	18913	16209	6356	2302	1321	1280	1749	2468	3857	6398	9149	3756	3913	3917	
5702	"Carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made ..."	0	0	0	0	0	0	0	0	0	0	0	1	3	4	0	0	0		9729	6828	3733	3033	1919	2443	2282	3802	1125	1018	1076	1491	939	862	753	458	704		4962	8103	10783	23170	21227	20510	21518	22137	15404	19564	23516	21940	28823	26881	21635	15135	13753	
5805	"Hand-woven tapestries of the type Gobelin, Flanders, Aubusson, Beauvais and the like, and needle-worked ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		221	179	163	162	253	380	61	42	37	170	363	165	335	187	53	109	85		18	52	194	232	113	71	76	50	41	66	27	37	35	40	133	65	120	
5909	"Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or ..."	0	0	0	0	0	0	4	35	0	0	0	0	0	0	4	0	0		277	110	173	602	1079	1177	1138	1149	1221	7025	965	800	1162	2332	1129	954	815		447	566	671	776	1090	1202	2493	2795	1654	1788	2083	1555	1398	1091	1470	887	1259	
6108	"Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, négligés, bathrobes, ..."	0	0	0	0	0	12	3	2	4	1	0	0	0	0	0	0	0		29184	27621	20062	15915	14810	19342	7844	7897	6022	6531	8184	6415	6805	5906	7278	4651	6527		3132	2750	4211	7039	7248	8611	13935	17328	18062	20358	27036	21859	22200	26736	23007	20100	18245	
6302	"Bedlinen, table linen, toilet linen and kitchen linen of all types of textile materials (excluding ..."	0	0	0	0	0	5	68	16	11	111	77	55	16	69	22	4	0		5702	11062	13009	10273	11709	15471	13691	21965	30444	23664	22742	15000	16711	20220	14852	16826	17313		3199	2996	5682	9970	14872	21380	22549	24731	21618	34611	59640	24030	26705	29097	23663	16608	16754	
6309	"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles ..."	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		77090	85541	68725	80029	92612	98273	149276	196299	198575	232400	309951	351047	363998	357296	317038	270128	307024		14	2	5	4	1	13	73	48	6	8	5	2	13	1	0	0	9	
6801	"Setts, curbstones and flagstones, of natural stone (excluding slate)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		7	1	3	1	0	36	133	1	9	52	0	414	25	35	31	6	20		583	20	419	812	6115	9041	5060	1283	2137	1109	809	1310	2756	1066	509	1574	2616	
6803	"Worked slate and articles of slate or of agglomerated slate (excluding slate granules, chippings ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		11	47	6	36	3	3	48	57	15	28	28	21	32	73	14	39	23		356	1165	999	1199	1207	1409	592	640	414	594	624	706	1427	898	863	432	454	
6812	"Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ..."	1	2	0	0	1	16	9	7	1	2	0	0	0	0	0	0	0		2111	1929	1771	1721	1762	2035	994	868	791	2420	472	306	635	3740	516	464	1249		5714	7482	6508	4716	3684	2117	2430	2133	1296	1901	143	1	0	0	0	0	0	
6907	"Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		168	103	174	449	637	761	737	282	192	288	557	272	390	372	271	272	2384		1949	1293	3382	7086	27362	44835	27111	32616	22285	40467	36545	42021	49780	55519	38516	31770	32683	
6912	"Tableware, kitchenware, other household articles and toilet articles, of ceramics other than ..."	0	5	6	9	1	0	0	0	9	20	0	0	2	3	0	0	0		6182	4874	3856	4351	5349	9326	9621	7682	7878	10676	11276	11037	13541	17648	13958	11551	12577		4494	7791	10144	7067	26113	33662	34329	27630	20721	24137	23400	17582	20771	28384	28404	20339	15024	
7003	"Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1332	109	73	134	1347	1812	19017	31930	38459	37149	107296	125447	145563	33095	158355	278285	338570		588	953	2150	2126	3771	6966	4768	4569	3716	3516	2895	3203	3996	3127	2304	2446	2897	
7103	"Precious stones and semi-precious stones, whether or not worked or graded, but not strung, ..."	0	4	0	1	0	0	0	0	29	48	5	2	0	0	0	0	0		1433	1033	764	353	539	708	603	8925	4913	7471	24348	8029	9764	12542	21236	19029	15971		709	803	819	2879	1763	965	1249	2451	1362	2753	2116	2007	1457	1514	1593	2282	2484	
7221	"Bars and rods of stainless steel, hot-rolled, in irregularly wound coils"	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0		58038	68072	90129	150049	201582	181233	295226	224883	113061	158215	162833	138408	188993	197685	62145	97762	135467		185	414	518	609	1021	545	567	1327	529	547	719	361	443	653	654	489	245	
7505	"Bars, rods, profiles and wire, of nickel (excluding electrically insulated products)"	0	1	0	4	0	0	0	0	0	0	0	0	0	0	3	4	0		1491	1992	2298	2033	2387	2452	2174	3449	2725	3993	7332	9065	6501	8371	7546	10756	7967		1148	2621	3710	5600	6257	7909	13001	10252	4889	8333	9581	6392	8178	9049	7893	6503	9170	
7614	"Stranded wire, cables, plaited bands and the like, of aluminium (excluding such products electrically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1949	1476	1799	4003	7165	9194	10165	20556	5166	36507	49624	19799	33412	49821	43448	33949	41517		14384	3128	590	347	387	330	1873	18961	14738	9586	3566	13944	22396	2436	2375	12321	9576	
7902	"Zinc waste and scrap (excluding ash and residues from zinc production "heading 2620", ingots ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		184	112	245	725	1226	4106	4736	2022	331	430	511	725	2253	5584	3079	1530	990		0	159	54	306	150	2164	5573	2951	304	282	87	139	146	360	312	409	1339	
8404	"Auxiliary plant for use with boilers of heading 8402 or 8403, e.g. economizers, superheaters, ..."	0	0	13	337	343	411	197	22	14	0	46152	7222	6399	84	15830	114	0		101994	76508	20912	16765	66579	37467	27848	168817	473699	120908	117682	87934	163160	132365	208905	150577	164398		73893	81028	29742	15935	27298	24665	34771	29691	28360	11351	82660	59790	125460	24168	47110	106370	13515	
8453	"Machinery for preparing, tanning or working hides, skins or leather or for making or repairing ..."	0	2	0	1	112	27	102	0	0	0	450	190	61	585	446	34	0		47826	50013	57699	65227	80799	59619	42904	39137	28638	55994	64554	42186	53261	55374	89846	73581	75404		7438	73196	25321	27288	28760	26648	31448	23588	13475	20827	29638	29853	31016	24090	21662	19937	16127	
8510	"Electric shavers, hair clippers and hair-removing appliances, with self-contained electric ..."	0	0	0	0	18	0	0	10	0	2	4	0	25	6	0	0	0		2768	5252	3243	1925	1593	786	1665	1413	2293	7038	9047	8044	3950	2502	2262	2715	2521		6105	8363	16074	27210	37532	47046	40793	50912	30658	47174	44047	43134	44700	42354	37477	43617	35894	
8520	"Magnetic tape recorders and other sound recording apparatus whether or not incorporating a ..."	61	205	223	411	371	326	0	0	0	0	0	0	0	0	0	0	0		136043	140089	196101	186698	105725	45998	0	0	0	0	0	0	0	0	0	0	0		947	1187	2255	4503	16442	25448	0	0	0	0	0	0	0	0	0	0	0	
8609	"Containers, incl. containers for the transport of fluids, specially designed and equipped for ..."	0	0	0	0	0	0	0	0	0	255	51	16	566	11	20	3	0		45530	24628	27637	29207	28848	29095	27792	22244	31897	33231	80173	70020	94130	122651	97433	88469	89192		1406	7374	1601	8333	5251	2245	1975	5315	2912	7843	8804	8169	7710	19301	5287	6066	14089	
8705	"Special purpose motor vehicles (other than those principally designed for the transport of ..."	0	0	0	0	68	0	0	845	0	0	0	0	0	0	0	0	0		27901	28674	29845	48790	80233	90464	121283	179170	158087	150788	169256	204668	249577	255494	247676	192123	190018		67096	16804	31515	64448	98796	104970	159104	234511	154745	126184	109908	118512	179098	150020	97951	174666	125834	
8902	"Fishing vessels; factory ships and other vessels for processing or preserving fishery products ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		25227	23961	41537	15890	6072	8549	5783	6327	2683	808	26152	1479	12141	74899	8222	7148	5557		0	0	0	0	31	0	0	0	126	339	0	2818	0	0	0	0	0	
9005	"Binoculars, monoculars, astronomical and other optical telescopes, and mountings therefor; ..."	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0	79	0		13473	12115	9392	7867	5616	7687	4102	6238	14373	6979	1833	3059	1797	3499	860	8933	8963		4109	780	922	1116	2085	2624	5657	3581	14673	14020	4218	6553	5499	7995	5233	10949	9383	
9101	"Wrist-watches, pocket-watches and other watches, incl. stop-watches, with case of precious ..."	70	3	1	1	1	0	24	81	0	3	10	8	0	6	1	0	0		1959	4154	4319	6154	6817	6887	5923	8569	6293	6120	5351	9343	16636	19732	23992	24318	20776		10441	13214	17060	18011	19697	24672	41761	51714	34967	37692	35778	32178	47670	44600	37623	29753	30122	
9202	"String musical instruments, e.g. guitars, violins, and harps (excluding with keyboard)"	47	10	39	9	5	54	22	3	18	20	139	50	70	5	3	1	0		46305	44392	41080	40823	30475	27099	20345	18134	9252	11331	12424	15446	11077	7669	7136	5492	4521		1543	2553	2270	2189	2736	2744	4479	4994	5922	7630	8147	10281	7451	6163	7662	5309	5454	
9406	"Prefabricated buildings, whether or not complete or already assembled"	0	33	314	330	656	704	1293	1636	270	269	401	3	16	349	0	33293	0		26400	24286	26636	35353	28655	36673	46526	44447	47048	83508	78878	115523	106270	93123	62084	66546	60394		11299	5584	6282	14183	25349	19607	25786	35423	23025	37858	45173	26730	28016	24361	18661	42363	16993	
9618	"Tailors' dummies and other lay figures, automata and other animated displays used for shop ..."	0	0	0	0	0	0	8	0	0	7	0	0	0	4	0	0	0		1888	1482	1172	1457	1005	1148	839	2709	1032	2527	678	1479	2857	1311	1383	3851	2676		420	552	781	1091	1134	1673	3801	3318	1934	3540	5245	4329	5039	5723	4177	3763	4649	
9702	"Original engravings, prints and lithographs"	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0		1150	381	4112	1229	493	1562	641	3323	1280	1099	1697	2371	2447	1711	644	2006	954		2	2	1	4	3	30	16	71	3	6	243	481	582	155	360	349	122	
0407	"Birds' eggs, in shell, fresh, preserved or cooked"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	5	7	17	62	445	564	85	635	1235	163	48	391	79		5113	12640	10750	13293	14764	7568	10649	9360	8155	11590	13869	13676	24281	37014	25810	22617	31865	
0510	"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		100	237	1	1039	2588	1938	1404	1419	1248	1290	1521	2059	2308	835	2710	3265	1642		14	12	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	
0701	"Potatoes, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9	60	30	67	22	3	14	246	323	314	152	385	455	988	540	645	1608		821	5765	5221	5857	7693	12969	17043	13304	8059	16955	21660	16467	7880	21744	28562	20264	11285	
0708	"Leguminous vegetables, shelled or unshelled, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		71	17	26	171	18	11	45	0	28	8	5	2	4	3	3	10	18		48	1	0	0	0	0	0	2	19	0	1	0	0	0	0	0	33	
0711	"Vegetables provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3848	1645	1635	2824	2125	1205	811	1136	963	135	204	81	33	182	168	136	99		2991	4457	2831	2898	4414	4335	7626	14377	8176	8705	12275	14968	19526	21944	15028	12312	10604	
0801	"Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	12	0	0	0	16	0	5	0	17	120	2	172	91	274		1163	3824	5488	4799	9461	9160	13378	21359	18342	22490	33289	26598	24429	39325	43859	39944	41890	
0806	"Grapes, fresh or dried"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		313	241	336	296	817	954	1351	1598	2040	1879	1330	1404	1780	2289	3300	5162	8538		1474	1228	2190	2071	3003	3734	3838	3764	5083	5589	4836	4946	6150	6857	8974	7152	5810	
0812	"Fruit and nuts, provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	8	29	61	0	76	0	0	26	8	12	12		0	0	0	1	25	17	10	0	0	0	0	0	0	0	4	1	1	
0904	"Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum or of the ..."	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0		6787	4509	5492	5942	6693	6629	8224	9648	9555	11194	11622	12994	11474	11329	13074	12419	12418		2480	3849	4767	4520	5154	5526	6943	7778	8912	8676	8014	10152	16261	8869	10698	12710	32676	
1401	"Vegetable materials of a kind used primarily for plaiting, e.g. bamboos, rattans, reeds, rushes, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		194	166	96	41	17	0	39	11	8	3	4	2	21	2	2	1	7		101	118	171	317	417	494	689	846	822	869	1035	868	1357	1728	1552	1356	1678	
1504	"Fats and oils and their fractions of fish or marine mammals, whether or not refined (excluding ..."	0	0	0	0	0	0	12	0	28	88	0	29	93	16	29	15	0		1933	1399	2210	3411	2558	1639	3485	3551	2177	3095	3611	4525	4347	4191	6582	4112	2603		743	1043	1400	3855	4020	13267	14221	21006	20300	28034	34129	45841	69589	66131	60554	59128	58279	
1509	"Olive oil and its fractions obtained from the fruit of the olive tree solely by mechanical ..."	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0		14	2	0	37	102	106	260	832	470	471	598	836	813	1434	1922	1818	1268		28	3453	1940	90	233	60	48	16	39	24	121	150	413	515	9515	4842	141	
1514	"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	13	11	8	21	3	2	2	25	40	111	2974	80	111	210	193	227		4957	7259	5824	1990	6011	2490	416	15377	423	757	3270	369	151	2691	2558	2326	536	
1521	"Vegetable waxes, beeswax, other insect waxes and spermaceti, whether or not refined or coloured ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		31	53	19	56	52	87	212	142	109	146	72	25	105	29	663	614	1013		355	400	510	979	1286	1795	1565	1534	2238	5488	4847	3046	2195	3270	2420	1650	2487	
1601	"Sausages and similar products, of meat, offal or blood; food preparations based on these products"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		398	345	672	991	687	294	439	226	245	1184	1582	3591	4167	5764	6626	3497	3487		56	23	2	36	25	74	118	157	122	219	243	457	727	1194	2059	825	98	
